Address,Latitude,Longitude
Walmer Drive,1.3640438213898,103.86677694992
Worthing Road,1.36658957050066,103.867730205775
Happy Avenue Central,1.33097247900631,103.881205721755
Happy Avenue East,1.33108664255346,103.881819020168
Happy Avenue North,1.33048227773489,103.880112568069
Jalan Anggerek,1.33158314554983,103.882213192853
Jalan Belangkas,1.33186411872772,103.883626729246
Jalan Chengkek,1.33158936194896,103.884377651735
Jalan Jermin,1.33030628781265,103.883476584277
Jalan Mawar,1.33498599890597,103.788074356104
Jalan Melati,1.32894839781414,103.883235753661
Jalan Melor,1.33149518920573,103.883884184774
Macpherson Lane,1.33216938209876,103.886296676732
Macpherson Road,1.32843458753058,103.871326151756
Ah Soo Garden,1.35084506496097,103.883320153028
Jalan Kelichap,1.34679111096474,103.881826475709
Jalan Lokam,1.34560719747232,103.882695128109
Paya Lebar Crescent,1.34901271216553,103.883576046224
Paya Lebar Place,1.31583675363618,103.892746648427
Paya Lebar Walk,1.34871686428942,103.880557851137
Tai Keng Gardens,1.34618504665296,103.884924857861
Upper Paya Lebar Road,1.33518425281789,103.888238315227
Branksome Road,1.30423978154689,103.896020775156
Crescent Road,1.29839837376431,103.894856787625
Goodman Road,1.30452238135748,103.895967493631
Parkstone Road,1.30641465752103,103.895294858819
Poole Road,1.30709118265,103.895087047947
Swanage Road,1.30831450392546,103.894631422431
Tanjong Katong Road,1.30025471006881,103.897292790726
Wareham Road,1.30811239266753,103.894679442372
Kaki Bukit Avenue 1,1.33676940609452,103.904939709455
Kaki Bukit Industrial Terrace,1.33692436513775,103.903524603841
Kaki Bukit Road 1,1.33274848222104,103.90261635694
Kaki Bukit Road 3,1.33830119047292,103.902095855471
Kaki Bukit Place,1.33575529025464,103.904527078594
Balam Road,1.33142362640009,103.887410301919
Paya Lebar Road,1.33286275117994,103.888572341951
College Avenue East,1.30833708306266,103.772955615513
College Avenue West,1.30479483284214,103.772461624378
Bukit Batok East Avenue 2,1.34697364384301,103.759058564788
Bukit Batok East Avenue 5,1.34908254998383,103.754518186115
Hillview Crescent,1.35536060484359,103.761024856502
Hillview Terrace,1.35251718692256,103.758936331977
Upper Bukit Timah Road,1.34756988852529,103.771392795316
Dido Street,1.31966195836517,103.926644216518
Jalan Bangsawan,1.32087043358572,103.92400415446
Jalan Bintang Tiga,1.32188785751166,103.925325552437
Metropole Drive,1.32123793748759,103.92446998996
Swan Lake Avenue,1.3209305190777,103.924262237339
Terang Bulan Avenue,1.32161086264069,103.921506297116
Choa Chu Kang Crescent,1.38234139419018,103.750776869899
Choa Chu Kang Street 64,1.39672603497195,103.751817992962
Haig Road,1.31510752106275,103.895587944619
Seraya Lane,1.30678627404464,103.89917108354
Ubi Avenue 1,1.33118509619133,103.902098626147
Geylang Road,1.31008429629945,103.8707782715
Guillemard Road,1.31454090676881,103.892407902763
Lorong 32 Geylang,1.31357450953425,103.887244045108
Lorong 34 Geylang,1.31382470792201,103.887870596439
Woodlands Avenue 6,1.42862831485658,103.79630400484
Woodlands Circle,1.4456118798325,103.796777439778
Eng Kong Terrace,1.33645990991898,103.768906484256
Lorong Kismis,1.33855314993997,103.771497314858
Hillside Drive,1.35809577448948,103.877439660229
Sirat Road,1.35778376813424,103.876397628045
Yio Chu Kang Road,1.36164587712535,103.873265795322
Kovan Road,1.36156729111649,103.885363752044
Lowland Road,1.36127530504481,103.883633496702
Lengkong Tiga,1.3239768755418,103.91068964878
Lorong Marzuki,1.3237974236111,103.908340024962
Lorong Mydin,1.31922582405364,103.911495180196
Highland Road,1.3559409162358,103.876662848308
Jalan Sahabat,1.35736586090205,103.879902372496
Upper Serangoon Road,1.36027320517183,103.885004583147
Pasir Ris Street 21,1.37245132722087,103.962922699031
Tanah Merah Kechil Link,1.3276667701016,103.944745938969
Tanah Merah Kechil Road,1.32671436354145,103.943508397995
Butterworth Lane,1.3125313169466,103.89458179066
Ipoh Lane,1.31184221477958,103.894784770422
Simei Street 3,1.34359376187485,103.953541143641
Tampines Street 34,1.35598176439186,103.959457084875
Ang Mo Kio Avenue 4,1.37999943101882,103.841407224475
Ang Mo Kio Street 21,1.36707522435153,103.835368735634
Chempaka Avenue,1.33187408482245,103.875615566941
Jalan Gembira,1.33267785158309,103.879504594318
Lichi Avenue,1.33299437388199,103.875303891859
Choa Chu Kang Street 51,1.391739380974,103.742593830711
Kampong Ampat,1.33278525537705,103.882221731261
Shaw Road,1.30615048740141,103.83185337296
Kovan Rise,1.3630484556857,103.885752438839
Pasir Ris Drive 4,1.36899801064525,103.958647641559
Pasir Ris Drive 6,1.37030597181051,103.957726863885
Sungei Tengah Road,1.39109130473121,103.72992010922
Woodlands Ring Road,1.43611367840374,103.800520528487
Ang Mo Kio Avenue 10,1.37380851539559,103.854594160873
Ang Mo Kio Avenue 3,1.36931517954752,103.847153924066
Ang Mo Kio Avenue 6,1.36776871298297,103.844735089975
Flora Road,1.36073621566409,103.963299396559
Mariam Way,1.36196440546251,103.966189565426
Grace Walk,1.35856417900748,103.868737248367
Tai Yuan Heights,1.35817434753526,103.870234663346
Jurong West Avenue 1,1.35043776611303,103.7181137591
Jurong West Street 41,1.3495018729112,103.724914436238
Serangoon Avenue 4,1.36979941551155,103.873035824458
Rowell Road,1.30843826814004,103.85484083026
Serangoon Road,1.3386904886775,103.870538669031
Veerasamy Road,1.30754470402275,103.852892643539
Bendemeer Road,1.3262165821023,103.870410472318
Canberra Drive,1.43769199919618,103.830277614211
Choa Chu Kang Avenue 1,1.37743963470097,103.744383225684
Choa Chu Kang Loop,1.3840651692895,103.744923812475
Compassvale Walk,1.38933634766574,103.900257243982
Geylang Bahru,1.32005980149776,103.871792121922
Lorong 25A Geylang,1.31373931197876,103.882953158408
Lorong 27 Geylang,1.3139398304258,103.883560951253
Jalan Langgar Bedok,1.32565341744897,103.950621237692
Jurong West Street 61,1.33971273175894,103.698743607058
Jurong West Street 71,1.3428650000432,103.695558055486
Lorong 24 Geylang,1.31276346405244,103.883518875617
Lorong 26 Geylang,1.3129301414015,103.884523044187
Lorong 28 Geylang,1.31304113579468,103.885713201642
Mattar Road,1.32568439043241,103.881500484829
Merpati Road,1.32773086884029,103.884361711753
Rivervale Crescent,1.39086781070277,103.904188880213
Senja Road,1.38509602471476,103.760218434373
Serangoon Central Drive,1.35403939780038,103.870851534185
Tampines Street 41,1.35783243904096,103.945773504554
Verde Place,1.39162323678823,103.752304829289
Woodleigh Close,1.33591796463135,103.869688700669
Yishun Street 81,1.416079404249,103.835019190337
Canberra Road,1.45361014432056,103.819625588635
Chai Chee Drive,1.32249111717705,103.920040078145
Chestnut Avenue,1.37044414424129,103.771374258434
Compassvale Link,1.382379846623,103.893800423718
Corporation Road,1.32454068043523,103.720165889611
Jurong West Street 52,1.34964230218295,103.718447549568
Hume Ave,1.35310655182137,103.769720424411
Jalan Rajah,1.32697770817966,103.847365848461
Lorong 15 Geylang,1.312829380594,103.878147917575
Loyang Rise,1.36224235330294,103.965114956014
Pasir Ris Drive 3,1.37467493364268,103.95245665763
Potong Pasir Avenue 1,1.33270900444627,103.867989929028
Saraca Terrace,1.38575387376732,103.858831809799
Sims Drive,1.31672380462251,103.878786208516
Tampines Street 71,1.37674192921324,103.937553253083
Tanjong Rhu Rd,1.30355769675629,103.883796413118
Telok Blangah Heights,1.27425274045994,103.812429094644
Towner Road,1.31942539040726,103.86108746288
Upper Boon Keng Road,1.31360661382131,103.870398673134
Choa Chu Kang Avenue 2,1.37776772061363,103.740253366027
Choa Chu Kang Avenue 3,1.37824852197263,103.738056000138
Choa Chu Kang Avenue 5,1.37602460873478,103.738430058838
Choa Chu Kang Ave 5,1.37602460873478,103.738430058838
Keat Hong Close,1.37451449967133,103.742731114305
Choa Chu Kang Avenue 4,1.3845483948042,103.74379576537
,1.38868744166162,103.890286215943
Circuit Link,1.32628415319164,103.888527791868
Circuit Road,1.32784930588896,103.887121606321
Paya Lebar Way,1.32573170601207,103.903329780455
Pipit Road,1.32399305603529,103.886692720017
Court Road,1.36987075010142,103.867524605858
Cowdray Avenue,1.36582285879117,103.865681405663
Hemsley Avenue,1.36780011813342,103.866299664542
Huddington Avenue,1.36631451315574,103.866132220454
Hythe Road,1.36654648656021,103.867158411259
Jalan Chulek,1.36610161790129,103.868431714755
Kensington Park Drive,1.36684918030179,103.868520332745
Kensington Park Road,1.36451247971315,103.866016088958
Maju Avenue,1.3652806057289,103.865101220515
Serangoon North Avenue 1,1.36995099247833,103.872312299228
Walmer Drive,1.3640438213898,103.86677694992
Worthing Road,1.36658957050066,103.867730205775
Happy Avenue Central,1.33097247900631,103.881205721755
Happy Avenue East,1.33108664255346,103.881819020168
Happy Avenue North,1.33048227773489,103.880112568069
Jalan Anggerek,1.33158314554983,103.882213192853
Jalan Belangkas,1.33186411872772,103.883626729246
Jalan Chengkek,1.33158936194896,103.884377651735
Jalan Jermin,1.33030628781265,103.883476584277
Jalan Mawar,1.33498599890597,103.788074356104
Jalan Melati,1.32894839781414,103.883235753661
Jalan Melor,1.33149518920573,103.883884184774
Macpherson Lane,1.33216938209876,103.886296676732
Macpherson Road,1.32843458753058,103.871326151756
Boscombe Road,1.30532273048447,103.895712338543
Branksome Road,1.30423978154689,103.896020775156
Crescent Road,1.29839837376431,103.894856787625
Goodman Road,1.30452238135748,103.895967493631
Parkstone Road,1.30641465752103,103.895294858819
Poole Road,1.30709118265,103.895087047947
Swanage Road,1.30831450392546,103.894631422431
Tanjong Katong Road,1.30025471006881,103.897292790726
Wareham Road,1.30811239266753,103.894679442372
Balam Road,1.33142362640009,103.887410301919
Paya Lebar Road,1.33286275117994,103.888572341951
College Avenue East,1.30833708306266,103.772955615513
College Avenue West,1.30479483284214,103.772461624378
Upper Bukit Timah Road,1.34756988852529,103.771392795316
Dido Street,1.31966195836517,103.926644216518
Jalan Bangsawan,1.32087043358572,103.92400415446
Jalan Bintang Tiga,1.32188785751166,103.925325552437
Metropole Drive,1.32123793748759,103.92446998996
Swan Lake Avenue,1.3209305190777,103.924262237339
Terang Bulan Avenue,1.32161086264069,103.921506297116
Ceylon Road,1.30972745099341,103.899503479107
Haig Road,1.31510752106275,103.895587944619
Seraya Lane,1.30678627404464,103.89917108354
Choa Chu Kang Crescent,1.38234139419018,103.750776869899
Choa Chu Kang Street 64,1.39672603497195,103.751817992962
Tanah Merah Kechil Link,1.3276667701016,103.944745938969
Tanah Merah Kechil Avenue,1.33159670427361,103.945479872604
Tanah Merah Kechil Road,1.32671436354145,103.943508397995
Geylang Road,1.31008429629945,103.8707782715
Guillemard Road,1.31454090676881,103.892407902763
Lorong 32 Geylang,1.31357450953425,103.887244045108
Lorong 34 Geylang,1.31382470792201,103.887870596439
Woodlands Avenue 6,1.42862831485658,103.79630400484
Woodlands Circle,1.4456118798325,103.796777439778
Lengkong Tiga,1.3239768755418,103.91068964878
Lorong Marzuki,1.3237974236111,103.908340024962
Lorong Mydin,1.31922582405364,103.911495180196
Ubi Avenue 1,1.33118509619133,103.902098626147
Butterworth Lane,1.3125313169466,103.89458179066
Ipoh Lane,1.31184221477958,103.894784770422
Pasir Ris Street 21,1.37245132722087,103.962922699031
Simei Street 3,1.34359376187485,103.953541143641
Ang Mo Kio Avenue 4,1.37999943101882,103.841407224475
Ang Mo Kio Street 21,1.36707522435153,103.835368735634
Choa Chu Kang Street 51,1.391739380974,103.742593830711
Woodlands Ring Road,1.43611367840374,103.800520528487
Bedok North Avenue 2,1.32852320209845,103.932856033158
Bedok North Street 3,1.33131111312379,103.925307784513
Jalan Raya,1.35458301294619,103.837665282107
Merpati Road,1.32773086884029,103.884361711753
Sungei Tengah Road,1.39109130473121,103.72992010922
Ang Mo Kio Avenue 3,1.36931517954752,103.847153924066
Ang Mo Kio Avenue 6,1.36776871298297,103.844735089975
Flora Road,1.36073621566409,103.963299396559
Mariam Way,1.36196440546251,103.966189565426
Grace Walk,1.35856417900748,103.868737248367
Tai Yuan Heights,1.35817434753526,103.870234663346
Jalan Damai,1.33324475634461,103.90994321469
Jalan Tenaga,1.33167117872807,103.906537912581
Jurong West Avenue 1,1.35043776611303,103.7181137591
Jurong West Street 41,1.3495018729112,103.724914436238
Lorong 15 Geylang,1.312829380594,103.878147917575
Bendemeer Road,1.3262165821023,103.870410472318
Bukit Batok East Avenue 3,1.34762239826035,103.757150072517
Bukit Batok East Avenue 4,1.34885036049503,103.757903337572
Chai Chee Drive,1.32249111717705,103.920040078145
Choa Chu Kang Loop,1.3840651692895,103.744923812475
Corporation Road,1.32454068043523,103.720165889611
Jurong West Street 52,1.34964230218295,103.718447549568
Fajar Road,1.37942873617052,103.76970317201
Jalan Langgar Bedok,1.32565341744897,103.950621237692
Joo Chiat Road,1.31552186936095,103.898992245034
Onan Road,1.31009704496522,103.900719371958
Jurong West Street 42,1.3534249409359,103.721442695629
Lorong 24 Geylang,1.31276346405244,103.883518875617
Lorong 26 Geylang,1.3129301414015,103.884523044187
Lorong 28 Geylang,1.31304113579468,103.885713201642
Loyang Rise,1.36224235330294,103.965114956014
Mattar Road,1.32568439043241,103.881500484829
Rivervale Crescent,1.39086781070277,103.904188880213
Rivervale Drive,1.38246038039285,103.902238681998
Senja Road,1.38509602471476,103.760218434373
Serangoon Central,1.35388032675518,103.872366663054
Verde Place,1.39162323678823,103.752304829289
Woodleigh Close,1.33591796463135,103.869688700669
Bedok Road,1.32363188822667,103.953358724861
Jalan Chempaka Puteh,1.32936597084376,103.949810134113
Canberra Road,1.45361014432056,103.819625588635
Chestnut Avenue,1.37044414424129,103.771374258434
Choa Chu Kang Avenue 1,1.37743963470097,103.744383225684
Choa Chu Kang Central,1.38525196962708,103.745864156514
Choa Chu Kang Street 54,1.39421785057099,103.747104202255
Elias Road,1.37786519650248,103.942314065388
Pasir Ris Street 52,1.37505696315817,103.945289416873
Hougang Avenue 1,1.35383705299112,103.886917032282
Hougang Street 21,1.35752772836952,103.884028949439
Hougang Avenue 10,1.3717101782629,103.894247824437
Hume Ave,1.35310655182137,103.769720424411
Jalan Bukit Merah,1.28417073662007,103.818576817684
Jalan Loyang Besar,1.38047222462337,103.96036614064
Pasir Ris Link,1.36573471851049,103.967281305278
Jalan Rajah,1.32697770817966,103.847365848461
Jurong East Street 21,1.33553382554428,103.743865452312
Lorong 104 Changi,1.31655906707038,103.90189772983
Lorong 105 Changi,1.31678083052484,103.902852017036
Lorong 2 Toa Payoh,1.33628706847821,103.846513782907
Lorong 37 Geylang,1.31528810526081,103.889430101654
Lorong 39 Geylang,1.31531140917615,103.890499386218
Lorong 40 Geylang,1.31364613079934,103.889363517077
Pasir Ris Drive 3,1.37467493364268,103.95245665763
Pasir Ris Street 13,1.36310057764065,103.962012302637
Quemoy Road,1.34449925645124,103.881683819727
Upper Paya Lebar Road,1.33518425281789,103.888238315227
Serangoon Avenue 2,1.35288348468299,103.867822806036
Saraca Terrace,1.38575387376732,103.858831809799
Sims Drive,1.31672380462251,103.878786208516
Tampines Street 41,1.35783243904096,103.945773504554
Telok Blangah Crescent,1.2774084231569,103.819408564925
Telok Blangah Heights,1.27425274045994,103.812429094644
Upper Boon Keng Road,1.31360661382131,103.870398673134
Woodlands Drive 72,1.44411840891704,103.804444768882
Choa Chu Kang Avenue 2,1.37776772061363,103.740253366027
Choa Chu Kang Avenue 3,1.37824852197263,103.738056000138
Choa Chu Kang Avenue 5,1.37602460873478,103.738430058838
Choa Chu Kang Ave 5,1.37602460873478,103.738430058838
Keat Hong Close,1.37451449967133,103.742731114305
Circuit Link,1.32628415319164,103.888527791868
Circuit Road,1.32784930588896,103.887121606321
Paya Lebar Way,1.32573170601207,103.903329780455
Pipit Road,1.32399305603529,103.886692720017
Choa Chu Kang Avenue 4,1.3845483948042,103.74379576537
Boscombe Road,1.30532273048447,103.895712338543
Branksome Road,1.30423978154689,103.896020775156
Crescent Road,1.29839837376431,103.894856787625
Goodman Road,1.30452238135748,103.895967493631
Parkstone Road,1.30641465752103,103.895294858819
Poole Road,1.30709118265,103.895087047947
Swanage Road,1.30831450392546,103.894631422431
Tanjong Katong Road,1.30025471006881,103.897292790726
Wareham Road,1.30811239266753,103.894679442372
College Avenue East,1.30833708306266,103.772955615513
College Avenue West,1.30479483284214,103.772461624378
Upper Bukit Timah Road,1.34756988852529,103.771392795316
Dido Street,1.31966195836517,103.926644216518
Jalan Bangsawan,1.32087043358572,103.92400415446
Jalan Bintang Tiga,1.32188785751166,103.925325552437
Metropole Drive,1.32123793748759,103.92446998996
Norma Terrace,1.3208839666138,103.925784488497
Rienzi Street,1.32039470044596,103.926013611732
Swan Lake Avenue,1.3209305190777,103.924262237339
Terang Bulan Avenue,1.32161086264069,103.921506297116
Bedok North Road,1.32785578389017,103.939708785127
Tanah Merah Kechil Link,1.3276667701016,103.944745938969
Tanah Merah Kechil Avenue,1.33159670427361,103.945479872604
Tanah Merah Kechil Road,1.32671436354145,103.943508397995
Upper Changi Road,1.33261033628247,103.946458483636
Choa Chu Kang Crescent,1.38234139419018,103.750776869899
Choa Chu Kang Street 64,1.39672603497195,103.751817992962
Geylang Road,1.31008429629945,103.8707782715
Guillemard Road,1.31454090676881,103.892407902763
Lorong 32 Geylang,1.31357450953425,103.887244045108
Lorong 34 Geylang,1.31382470792201,103.887870596439
Ubi Avenue 1,1.33118509619133,103.902098626147
Lengkong Tiga,1.3239768755418,103.91068964878
Lorong Marzuki,1.3237974236111,103.908340024962
Lorong Mydin,1.31922582405364,103.911495180196
Grace Walk,1.35856417900748,103.868737248367
Tai Yuan Heights,1.35817434753526,103.870234663346
Choa Chu Kang Street 51,1.391739380974,103.742593830711
Pasir Ris Street 21,1.37245132722087,103.962922699031
Butterworth Lane,1.3125313169466,103.89458179066
Ipoh Lane,1.31184221477958,103.894784770422
Ang Mo Kio Avenue 4,1.37999943101882,103.841407224475
Ang Mo Kio Street 21,1.36707522435153,103.835368735634
Chestnut Avenue,1.37044414424129,103.771374258434
Petir Road,1.37728755480684,103.76343057748
Lorong 9 Geylang,1.31244748028311,103.876349019317
Lorong 15 Geylang,1.312829380594,103.878147917575
Jalan Raya,1.35458301294619,103.837665282107
Merpati Road,1.32773086884029,103.884361711753
Woodlands Ring Road,1.43611367840374,103.800520528487
Flora Road,1.36073621566409,103.963299396559
Mariam Way,1.36196440546251,103.966189565426
Jurong West Avenue 1,1.35043776611303,103.7181137591
Jurong West Street 42,1.3534249409359,103.721442695629
Sungei Tengah Road,1.39109130473121,103.72992010922
Bukit Batok East Avenue 3,1.34762239826035,103.757150072517
Bukit Batok East Avenue 4,1.34885036049503,103.757903337572
Chai Chee Drive,1.32249111717705,103.920040078145
Choa Chu Kang Loop,1.3840651692895,103.744923812475
Fajar Road,1.37942873617052,103.76970317201
Kaki Bukit Industrial Terrace,1.33692436513775,103.903524603841
Kaki Bukit Road 1,1.33274848222104,103.90261635694
Kew Drive,1.32075086597232,103.951749636309
Limau Garden,1.32246809427011,103.950733640607
Serangoon Avenue 1,1.36995099247833,103.872312299228
Serangoon Central,1.35388032675518,103.872366663054
Simei Street 3,1.34359376187485,103.953541143641
Verde Avenue,1.39042143776951,103.752512025579
Verde Place,1.39162323678823,103.752304829289
Bedok Road,1.32363188822667,103.953358724861
Chempaka Kuning Link,1.33291541288941,103.948948886006
Canberra Road,1.45361014432056,103.819625588635
Sembawang Drive,1.45555388401849,103.81464932384
Choa Chu Kang Street 54,1.39421785057099,103.747104202255
Hougang Avenue 5,1.36709855359263,103.896978678668
Jurong West Street 52,1.34964230218295,103.718447549568
Kaki Bukit Avenue 3,1.33676940609452,103.904939709455
Lim Tua Tow Road,1.35377489607823,103.877489892105
Lorong 24 Geylang,1.31276346405244,103.883518875617
Lorong 26 Geylang,1.3129301414015,103.884523044187
Lorong 28 Geylang,1.31304113579468,103.885713201642
Loyang Rise,1.36224235330294,103.965114956014
Parry Terrace,1.36607003686749,103.876601833075
Pasir Ris Drive 4,1.36899801064525,103.958647641559
Pasir Ris Street 13,1.36310057764065,103.962012302637
Pending Road,1.37602800535195,103.769749123717
Serangoon Avenue 2,1.35288348468299,103.867822806036
Tampines Street 5,1.34443114066196,103.943056471286
Aljunied Crescent,1.32095901223871,103.884129395369
Bukit Panjang Road,1.37727545203058,103.773096813492
Buangkok Crescent,1.38089498895572,103.879323168238
Changi South Avenue 1,1.3314887690761,103.959829425736
Choa Chu Kang Avenue 1,1.37743963470097,103.744383225684
Choa Chu Kang Central,1.38525196962708,103.745864156514
Eng Kong Crescent,1.33559320706152,103.768292046444
Eng Kong Garden,1.33698149844588,103.769107734287
Geylang Bahru,1.32005980149776,103.871792121922
Hillside Drive,1.35809577448948,103.877439660229
Jalan Sahabat,1.35736586090205,103.879902372496
Hougang Avenue 1,1.35383705299112,103.886917032282
Hougang Street 21,1.35752772836952,103.884028949439
Hougang Central,1.37093716352811,103.893069089885
Jelapang Road,1.38615152850047,103.766913010892
Jalan Rajah,1.32697770817966,103.847365848461
Jurong East Street 21,1.33553382554428,103.743865452312
Lorong 37 Geylang,1.31528810526081,103.889430101654
Lorong 39 Geylang,1.31531140917615,103.890499386218
Pasir Ris Drive 3,1.37467493364268,103.95245665763
Pasir Ris Link,1.36573471851049,103.967281305278
Quemoy Road,1.34449925645124,103.881683819727
Upper Paya Lebar Road,1.33518425281789,103.888238315227
Serangoon Avenue 4,1.36979941551155,103.873035824458
Sungei Kadut Street 1,1.42205800078066,103.75006776655
Sungei Kadut Street 2,1.41337795695239,103.751032723892
Tampines Street 41,1.35783243904096,103.945773504554
Teck Whye Lane,1.38041181166501,103.75258047021
Tembeling Road,1.31403016728499,103.900444083272
Woodlands Circle,1.4456118798325,103.796777439778
Woodlands Drive 16,1.43061338987334,103.798862387555
Woodlands Drive 44,1.43217636744867,103.799266249686
Woodlands Drive 52,1.43188746099951,103.797920739127
Woodlands Drive 72,1.44411840891704,103.804444768882
Yung Sheng Road,1.33527780016609,103.721722963016
Circuit Lk,1.32628415319164,103.888527791868
Circuit Road,1.32784930588896,103.887121606321
Paya Lebar Way,1.32573170601207,103.903329780455
Pipit Road,1.32399305603529,103.886692720017
Boscombe Road,1.30532273048447,103.895712338543
Branksome Road,1.30423978154689,103.896020775156
Crescent Road,1.29839837376431,103.894856787625
Goodman Road,1.30452238135748,103.895967493631
Parkstone Road,1.30641465752103,103.895294858819
Poole Road,1.30709118265,103.895087047947
Swanage Road,1.30831450392546,103.894631422431
Tanjong Katong Road,1.30025471006881,103.897292790726
Wareham Road,1.30811239266753,103.894679442372
College Avenue East,1.30833708306266,103.772955615513
College Avenue West,1.30479483284214,103.772461624378
Bedok North Road,1.32785578389017,103.939708785127
Tanah Merah Kechil Lk,1.3276667701016,103.944745938969
Tanah Merah Kechil Avenue,1.33159670427361,103.945479872604
Tanah Merah Kechil Road,1.32671436354145,103.943508397995
Upper Changi Road,1.33261033628247,103.946458483636
Upper Bukit Timah Road,1.34756988852529,103.771392795316
Dido Street,1.31966195836517,103.926644216518
Jalan Bangsawan,1.32087043358572,103.92400415446
Jalan Bintang Tiga,1.32188785751166,103.925325552437
Jalan Terang Bulan,1.32240272969493,103.925088406396
Metropole Drive,1.32123793748759,103.92446998996
Norma Terrace,1.3208839666138,103.925784488497
Rienzi Street,1.32039470044596,103.926013611732
Swan Lake Avenue,1.3209305190777,103.924262237339
Terang Bulan Avenue,1.32161086264069,103.921506297116
Chestnut Avenue,1.37044414424129,103.771374258434
Petir Road,1.37728755480684,103.76343057748
Choa Chu Kang Crescent,1.38234139419018,103.750776869899
Choa Chu Kang Street 64,1.39672603497195,103.751817992962
Choa Chu Kang Street 51,1.391739380974,103.742593830711
Lim Tua Tow Road,1.35377489607823,103.877489892105
Teck Chye Terrace,1.35299494207822,103.8763259849
Yio Chu Kang Road,1.36164587712535,103.873265795322
Grace Walk,1.35856417900748,103.868737248367
Tai Yuan Heights,1.35817434753526,103.870234663346
Pasir Ris Street 21,1.37245132722087,103.962922699031
Ang Mo Kio Avenue 4,1.37999943101882,103.841407224475
Ang Mo Kio Street 21,1.36707522435153,103.835368735634
Highland Road,1.3559409162358,103.876662848308
Hillside Drive,1.35809577448948,103.877439660229
Jansen Close,1.35855520136109,103.878335779868
Jalan Sahabat,1.35736586090205,103.879902372496
Kovan Close,1.35857141845104,103.881123149313
Jurong West Avenue 1,1.35043776611303,103.7181137591
Jurong West Street 42,1.3534249409359,103.721442695629
Jurong West Street 52,1.34964230218295,103.718447549568
Chai Chee Drive,1.32249111717705,103.920040078145
Chai Chee Lane,1.32797226426777,103.919250449495
Jalan Raya,1.35458301294619,103.837665282107
Merpati Road,1.32773086884029,103.884361711753
Kaki Bukit Industrial Terrace,1.33692436513775,103.903524603841
Kaki Bukit Place,1.33575529025464,103.904527078594
Kaki Bukit Road 1,1.33274848222104,103.90261635694
Pasir Ris Lk,1.36573471851049,103.967281305278
Jalan Loyang Besar,1.38047222462337,103.96036614064
Loyang Place,1.37901413540146,103.961386227639
Jalan Limau Bali,1.32202633971226,103.946660242033
Kew Drive,1.32075086597232,103.951749636309
Limau Garden,1.32246809427011,103.950733640607
Loyang Rise,1.36224235330294,103.965114956014
Choa Chu Kang Avenue 1,1.37743963470097,103.744383225684
Choa Chu Kang Central,1.38525196962708,103.745864156514
Choa Chu Kang Loop,1.3840651692895,103.744923812475
Hougang Avenue 4,1.37361587694624,103.885758919948
Hougang Street 51,1.37782270940138,103.885568714764
Hougang Street 52,1.35304421094299,103.87823462336
Parry Terrace,1.36607003686749,103.876601833075
Pasir Ris Street 13,1.36310057764065,103.962012302637
Serangoon Avenue 1,1.36995099247833,103.872312299228
Serangoon Central,1.35388032675518,103.872366663054
Verde Avenue,1.39042143776951,103.752512025579
Verde Place,1.39162323678823,103.752304829289
Aljunied Crescent,1.32095901223871,103.884129395369
Canberra Road,1.45361014432056,103.819625588635
Sembawang Drive,1.45555388401849,103.81464932384
Choa Chu Kang Street 54,1.39421785057099,103.747104202255
Daisy Avenue,1.34501243725819,103.867277241012
Mackerrow Road,1.34563948518652,103.865249821318
Hougang Avenue 1,1.35383705299112,103.886917032282
Hougang Street 21,1.35752772836952,103.884028949439
Hougang Avenue 5,1.36709855359263,103.896978678668
Pasir Ris Drive 4,1.36899801064525,103.958647641559
Serangoon Avenue 2,1.35288348468299,103.867822806036
Teck Whye Lane,1.38041181166501,103.75258047021
Upper Boon Keng Road,1.31360661382131,103.870398673134
Woodlands Circle,1.4456118798325,103.796777439778
Woodlands Drive 52,1.43188746099951,103.797920739127
Bedok Reservoir Road,1.33758734617106,103.921963603077
Bukit Batok Street 31,1.35809928242123,103.750719669325
Buangkok Crescent,1.38089498895572,103.879323168238
Wellington Circle,1.45168517614776,103.822516208087
Eng Kong Crescent,1.33559320706152,103.768292046444
Eng Kong Garden,1.33698149844588,103.769107734287
Geylang Bahru,1.32005980149776,103.871792121922
Jelapang Road,1.38615152850047,103.766913010892
Jurong East Street 21,1.33553382554428,103.743865452312
Jurong West Street 61,1.33971273175894,103.698743607058
Lengkong Tiga,1.3239768755418,103.91068964878
Lorong Melayu,1.32399309501441,103.909264493491
Lorong 8 Geylang,1.31181054326776,103.877164387335
Marine Crescent,1.3057344612342,103.913007084007
Mount Sinai Drive,1.31572113397678,103.782016937948
Mount Sinai Rise,1.31557611184042,103.780039028539
Quemoy Road,1.34449925645124,103.881683819727
Upper Paya Lebar Road,1.33518425281789,103.888238315227
Rivervale Crescent,1.39086781070277,103.904188880213
Serangoon Avenue 4,1.36979941551155,103.873035824458
Sims Avenue,1.31616360917262,103.889545199814
Woodlands Drive 62,1.44011049774911,103.804629295565
Woodlands Drive 72,1.44411840891704,103.804444768882
Circuit Lk,1.32628415319164,103.888527791868
Circuit Road,1.32784930588896,103.887121606321
Paya Lebar Way,1.32573170601207,103.903329780455
Pipit Road,1.32399305603529,103.886692720017
